ACLED_fatalities_total,ACLED_fatalities_Violence_against_civilians,ACLED_events_total,CIESIN_GPWv411_GPW_Population_Density_population_density_max,spam2010v2r0_global_prod_P_RICE_I_min,ECMWF_ERA5_LAND_MONTHLY_soil_temperature_level_1_sum_sum,NASA_GPM_L3_IMERG_MONTHLY_V06_precipitationQualityIndex_max_max,NASA_FLDAS_NOAH01_C_GL_M_V001_Qle_tavg_max_std
"(22.75, 28.0]","(-0.001, 1.0]","(25.8, 29.45]","(509.083, 606.352]","(-0.001, 0.41]","(105583.164, 112260.095]","(13.854, 15.494]","(30.033, 34.882]"
"(140.05, 1224.0]","(-0.001, 1.0]","(110.1, 155.7]","(98.654, 113.676]","(-0.001, 0.41]","(185938.102, 212520.243]","(20.85, 21.47]","(22.673, 27.32]"
"(7.0, 9.8]","(-0.001, 1.0]","(12.0, 15.0]","(210.568, 215.472]","(-0.001, 0.41]","(83357.881, 87327.282]","(17.576, 17.919]","(44.572, 45.897]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(44.675, 98.654]","(-0.001, 0.41]","(36285.002, 50636.652]","(13.854, 15.494]","(34.882, 39.232]"
"(22.75, 28.0]","(6.0, 8.0]","(37.1, 48.5]","(1727.656, 4743.648]","(55.7, 89.565]","(36285.002, 50636.652]","(17.919, 18.42]","(12.305, 13.749]"
"(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 2.0]","(113.676, 118.193]","(-0.001, 0.41]","(123581.622, 130957.878]","(19.488, 19.77]","(27.32, 30.033]"
"(140.05, 1224.0]","(18.7, 76.0]","(155.7, 290.7]","(4.67, 44.675]","(-0.001, 0.41]","(94365.591, 100759.612]","(19.488, 19.77]","(22.673, 27.32]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(4.67, 44.675]","(-0.001, 0.41]","(212520.243, 241049.859]","(25.711, 30.338]","(16.764, 22.673]"
"(7.0, 9.8]","(-0.001, 1.0]","(29.45, 37.1]","(647.374, 1727.656]","(-0.001, 0.41]","(123581.622, 130957.878]","(19.77, 20.3]","(9.804, 10.241]"
"(2.0, 3.0]","(-0.001, 1.0]","(8.0, 11.0]","(113.676, 118.193]","(-0.001, 0.41]","(185938.102, 212520.243]","(19.77, 20.3]","(34.882, 39.232]"
"(9.8, 12.45]","(6.0, 8.0]","(29.45, 37.1]","(184.402, 210.568]","(3.025, 10.6]","(100759.612, 105583.164]","(22.348, 23.892]","(13.749, 16.764]"
"(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 5.0]","(98.654, 113.676]","(-0.001, 0.41]","(123581.622, 130957.878]","(15.494, 16.137]","(44.572, 45.897]"
"(7.0, 9.8]","(-0.001, 1.0]","(8.0, 11.0]","(210.568, 215.472]","(-0.001, 0.41]","(76184.635, 83357.881]","(17.919, 18.42]","(43.235, 44.572]"
"(5.0, 7.0]","(1.0, 2.0]","(11.0, 12.0]","(215.472, 216.225]","(-0.001, 0.41]","(94365.591, 100759.612]","(17.919, 18.42]","(43.235, 44.572]"
"(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 2.0]","(98.654, 113.676]","(-0.001, 0.41]","(50636.652, 62267.491]","(8.213000000000001, 13.854]","(45.897, 47.286]"
"(7.0, 9.8]","(-0.001, 1.0]","(8.0, 11.0]","(4.67, 44.675]","(-0.001, 0.41]","(241049.859, 354783.815]","(8.213000000000001, 13.854]","(9.111, 9.804]"
"(4.85, 5.0]","(1.0, 2.0]","(8.0, 11.0]","(118.193, 138.859]","(-0.001, 0.41]","(212520.243, 241049.859]","(17.465, 17.576]","(16.764, 22.673]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(210.568, 215.472]","(-0.001, 0.41]","(112260.095, 123581.622]","(16.423, 16.966]","(45.897, 47.286]"
"(5.0, 7.0]","(2.0, 3.0]","(5.0, 6.0]","(261.801, 464.562]","(-0.001, 0.41]","(105583.164, 112260.095]","(18.42, 18.969]","(30.033, 34.882]"
"(38.0, 78.0]","(1.0, 2.0]","(37.1, 48.5]","(138.859, 184.402]","(-0.001, 0.41]","(145810.844, 165004.096]","(17.576, 17.919]","(22.673, 27.32]"
"(12.45, 17.1]","(3.0, 5.0]","(15.0, 20.15]","(4.67, 44.675]","(-0.001, 0.41]","(185938.102, 212520.243]","(23.892, 25.711]","(27.32, 30.033]"
"(4.85, 5.0]","(-0.001, 1.0]","(20.15, 25.8]","(647.374, 1727.656]","(10.6, 20.715]","(50636.652, 62267.491]","(25.711, 30.338]","(9.111, 9.804]"
"(-0.001, 1.0]","(-0.001, 1.0]","(8.0, 11.0]","(216.225, 220.961]","(-0.001, 0.41]","(112260.095, 123581.622]","(23.892, 25.711]","(11.431, 12.305]"
"(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 2.0]","(501.12, 509.083]","(-0.001, 0.41]","(185938.102, 212520.243]","(13.854, 15.494]","(10.241, 10.657]"
"(28.0, 38.0]","(18.7, 76.0]","(60.8, 110.1]","(4743.648, 8843.862]","(3.025, 10.6]","(7035.782999999999, 36285.002]","(17.465, 17.576]","(1.5970000000000002, 8.039]"
"(140.05, 1224.0]","(1.0, 2.0]","(290.7, 1854.0]","(210.568, 215.472]","(-0.001, 0.41]","(62267.491, 69293.196]","(18.42, 18.969]","(43.235, 44.572]"
"(9.8, 12.45]","(5.0, 6.0]","(15.0, 20.15]","(44.675, 98.654]","(-0.001, 0.41]","(354783.815, 3539315.621]","(16.966, 17.465]","(27.32, 30.033]"
"(38.0, 78.0]","(18.7, 76.0]","(290.7, 1854.0]","(647.374, 1727.656]","(10.6, 20.715]","(50636.652, 62267.491]","(25.711, 30.338]","(9.111, 9.804]"
"(2.0, 3.0]","(-0.001, 1.0]","(12.0, 15.0]","(220.961, 261.309]","(-0.001, 0.41]","(130957.878, 145810.844]","(30.338, 36.463]","(8.039, 8.699]"
"(5.0, 7.0]","(3.0, 5.0]","(290.7, 1854.0]","(216.225, 220.961]","(55.7, 89.565]","(62267.491, 69293.196]","(20.85, 21.47]","(8.039, 8.699]"
"(9.8, 12.45]","(1.0, 2.0]","(60.8, 110.1]","(464.562, 501.12]","(0.41, 3.025]","(87327.282, 94365.591]","(19.77, 20.3]","(1.5970000000000002, 8.039]"
"(-0.001, 1.0]","(-0.001, 1.0]","(29.45, 37.1]","(98.654, 113.676]","(-0.001, 0.41]","(354783.815, 3539315.621]","(25.711, 30.338]","(11.431, 12.305]"
"(5.0, 7.0]","(2.0, 3.0]","(12.0, 15.0]","(509.083, 606.352]","(-0.001, 0.41]","(105583.164, 112260.095]","(13.854, 15.494]","(39.232, 41.425]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(216.225, 220.961]","(55.7, 89.565]","(105583.164, 112260.095]","(18.969, 19.488]","(9.804, 10.241]"
"(22.75, 28.0]","(3.0, 5.0]","(48.5, 60.8]","(464.562, 501.12]","(0.41, 3.025]","(112260.095, 123581.622]","(15.494, 16.137]","(27.32, 30.033]"
"(5.0, 7.0]","(2.0, 3.0]","(110.1, 155.7]","(1727.656, 4743.648]","(55.7, 89.565]","(69293.196, 76184.635]","(19.77, 20.3]","(1.5970000000000002, 8.039]"
"(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(1727.656, 4743.648]","(0.41, 3.025]","(83357.881, 87327.282]","(20.85, 21.47]","(8.039, 8.699]"
"(17.1, 22.75]","(5.0, 6.0]","(48.5, 60.8]","(4743.648, 8843.862]","(3.025, 10.6]","(7035.782999999999, 36285.002]","(16.966, 17.465]","(1.5970000000000002, 8.039]"
"(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 2.0]","(184.402, 210.568]","(20.715, 55.7]","(83357.881, 87327.282]","(16.423, 16.966]","(9.804, 10.241]"
"(28.0, 38.0]","(3.0, 5.0]","(155.7, 290.7]","(4743.648, 8843.862]","(3.025, 10.6]","(7035.782999999999, 36285.002]","(17.465, 17.576]","(1.5970000000000002, 8.039]"
"(28.0, 38.0]","(18.7, 76.0]","(48.5, 60.8]","(647.374, 1727.656]","(10.6, 20.715]","(100759.612, 105583.164]","(19.488, 19.77]","(12.305, 13.749]"
"(2.0, 3.0]","(-0.001, 1.0]","(25.8, 29.45]","(220.961, 261.309]","(0.41, 3.025]","(212520.243, 241049.859]","(22.348, 23.892]","(10.241, 10.657]"
"(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 2.0]","(647.374, 1727.656]","(20.715, 55.7]","(7035.782999999999, 36285.002]","(18.42, 18.969]","(1.5970000000000002, 8.039]"
"(12.45, 17.1]","(6.0, 8.0]","(290.7, 1854.0]","(118.193, 138.859]","(-0.001, 0.41]","(165004.096, 185938.102]","(25.711, 30.338]","(16.764, 22.673]"
"(7.0, 9.8]","(3.0, 5.0]","(12.0, 15.0]","(220.961, 261.309]","(89.565, 257.0]","(50636.652, 62267.491]","(19.77, 20.3]","(10.657, 11.431]"
"(1.0, 2.0]","(1.0, 2.0]","(3.0, 5.0]","(606.352, 647.374]","(55.7, 89.565]","(50636.652, 62267.491]","(19.77, 20.3]","(9.111, 9.804]"
"(9.8, 12.45]","(6.0, 8.0]","(11.0, 12.0]","(220.961, 261.309]","(89.565, 257.0]","(7035.782999999999, 36285.002]","(17.919, 18.42]","(10.241, 10.657]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(261.309, 261.801]","(-0.001, 0.41]","(165004.096, 185938.102]","(18.42, 18.969]","(10.657, 11.431]"
"(3.0, 4.85]","(-0.001, 1.0]","(25.8, 29.45]","(184.402, 210.568]","(-0.001, 0.41]","(87327.282, 94365.591]","(30.338, 36.463]","(1.5970000000000002, 8.039]"
"(140.05, 1224.0]","(18.7, 76.0]","(290.7, 1854.0]","(184.402, 210.568]","(-0.001, 0.41]","(105583.164, 112260.095]","(22.348, 23.892]","(16.764, 22.673]"
"(28.0, 38.0]","(8.0, 18.7]","(155.7, 290.7]","(647.374, 1727.656]","(-0.001, 0.41]","(145810.844, 165004.096]","(20.85, 21.47]","(8.039, 8.699]"
"(38.0, 78.0]","(18.7, 76.0]","(290.7, 1854.0]","(261.309, 261.801]","(10.6, 20.715]","(123581.622, 130957.878]","(30.338, 36.463]","(8.699, 9.111]"
"(2.0, 3.0]","(-0.001, 1.0]","(6.0, 8.0]","(216.225, 220.961]","(-0.001, 0.41]","(145810.844, 165004.096]","(23.892, 25.711]","(13.749, 16.764]"
"(2.0, 3.0]","(1.0, 2.0]","(25.8, 29.45]","(184.402, 210.568]","(3.025, 10.6]","(36285.002, 50636.652]","(22.348, 23.892]","(9.111, 9.804]"
"(78.0, 140.05]","(2.0, 3.0]","(155.7, 290.7]","(184.402, 210.568]","(-0.001, 0.41]","(354783.815, 3539315.621]","(16.423, 16.966]","(9.804, 10.241]"
"(17.1, 22.75]","(6.0, 8.0]","(110.1, 155.7]","(220.961, 261.309]","(-0.001, 0.41]","(165004.096, 185938.102]","(21.47, 22.348]","(12.305, 13.749]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(216.225, 220.961]","(20.715, 55.7]","(36285.002, 50636.652]","(18.969, 19.488]","(9.804, 10.241]"
"(78.0, 140.05]","(5.0, 6.0]","(110.1, 155.7]","(113.676, 118.193]","(-0.001, 0.41]","(354783.815, 3539315.621]","(8.213000000000001, 13.854]","(10.657, 11.431]"
"(5.0, 7.0]","(-0.001, 1.0]","(12.0, 15.0]","(464.562, 501.12]","(-0.001, 0.41]","(354783.815, 3539315.621]","(30.338, 36.463]","(13.749, 16.764]"
"(22.75, 28.0]","(5.0, 6.0]","(60.8, 110.1]","(261.309, 261.801]","(55.7, 89.565]","(76184.635, 83357.881]","(19.77, 20.3]","(8.699, 9.111]"
"(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(220.961, 261.309]","(-0.001, 0.41]","(83357.881, 87327.282]","(16.423, 16.966]","(41.425, 43.235]"
"(78.0, 140.05]","(3.0, 5.0]","(29.45, 37.1]","(509.083, 606.352]","(-0.001, 0.41]","(165004.096, 185938.102]","(16.137, 16.423]","(27.32, 30.033]"
"(-0.001, 1.0]","(-0.001, 1.0]","(8.0, 11.0]","(220.961, 261.309]","(20.715, 55.7]","(112260.095, 123581.622]","(21.47, 22.348]","(11.431, 12.305]"
"(140.05, 1224.0]","(18.7, 76.0]","(290.7, 1854.0]","(4743.648, 8843.862]","(3.025, 10.6]","(7035.782999999999, 36285.002]","(17.919, 18.42]","(1.5970000000000002, 8.039]"
"(28.0, 38.0]","(8.0, 18.7]","(110.1, 155.7]","(647.374, 1727.656]","(-0.001, 0.41]","(165004.096, 185938.102]","(30.338, 36.463]","(12.305, 13.749]"
"(1.0, 2.0]","(-0.001, 1.0]","(8.0, 11.0]","(98.654, 113.676]","(0.41, 3.025]","(130957.878, 145810.844]","(16.966, 17.465]","(27.32, 30.033]"
"(17.1, 22.75]","(-0.001, 1.0]","(20.15, 25.8]","(4.67, 44.675]","(-0.001, 0.41]","(354783.815, 3539315.621]","(8.213000000000001, 13.854]","(10.657, 11.431]"
"(-0.001, 1.0]","(-0.001, 1.0]","(6.0, 8.0]","(44.675, 98.654]","(-0.001, 0.41]","(62267.491, 69293.196]","(16.423, 16.966]","(44.572, 45.897]"
"(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 5.0]","(4.67, 44.675]","(-0.001, 0.41]","(185938.102, 212520.243]","(25.711, 30.338]","(30.033, 34.882]"
"(5.0, 7.0]","(2.0, 3.0]","(8.0, 11.0]","(138.859, 184.402]","(-0.001, 0.41]","(241049.859, 354783.815]","(22.348, 23.892]","(22.673, 27.32]"
"(4.85, 5.0]","(-0.001, 1.0]","(12.0, 15.0]","(113.676, 118.193]","(-0.001, 0.41]","(69293.196, 76184.635]","(17.576, 17.919]","(16.764, 22.673]"
"(9.8, 12.45]","(2.0, 3.0]","(29.45, 37.1]","(501.12, 509.083]","(-0.001, 0.41]","(123581.622, 130957.878]","(20.3, 20.85]","(41.425, 43.235]"
"(140.05, 1224.0]","(3.0, 5.0]","(155.7, 290.7]","(44.675, 98.654]","(-0.001, 0.41]","(185938.102, 212520.243]","(19.77, 20.3]","(27.32, 30.033]"
"(1.0, 2.0]","(-0.001, 1.0]","(8.0, 11.0]","(261.801, 464.562]","(-0.001, 0.41]","(87327.282, 94365.591]","(16.137, 16.423]","(45.897, 47.286]"
"(38.0, 78.0]","(3.0, 5.0]","(37.1, 48.5]","(261.801, 464.562]","(-0.001, 0.41]","(76184.635, 83357.881]","(16.966, 17.465]","(30.033, 34.882]"
"(12.45, 17.1]","(2.0, 3.0]","(37.1, 48.5]","(606.352, 647.374]","(-0.001, 0.41]","(7035.782999999999, 36285.002]","(16.423, 16.966]","(39.232, 41.425]"
"(12.45, 17.1]","(3.0, 5.0]","(155.7, 290.7]","(215.472, 216.225]","(-0.001, 0.41]","(165004.096, 185938.102]","(16.423, 16.966]","(41.425, 43.235]"
"(1.0, 2.0]","(-0.001, 1.0]","(37.1, 48.5]","(118.193, 138.859]","(-0.001, 0.41]","(123581.622, 130957.878]","(16.423, 16.966]","(45.897, 47.286]"
"(38.0, 78.0]","(8.0, 18.7]","(48.5, 60.8]","(509.083, 606.352]","(-0.001, 0.41]","(354783.815, 3539315.621]","(16.966, 17.465]","(30.033, 34.882]"
"(17.1, 22.75]","(3.0, 5.0]","(29.45, 37.1]","(4.67, 44.675]","(-0.001, 0.41]","(69293.196, 76184.635]","(8.213000000000001, 13.854]","(8.039, 8.699]"
"(22.75, 28.0]","(2.0, 3.0]","(60.8, 110.1]","(113.676, 118.193]","(-0.001, 0.41]","(76184.635, 83357.881]","(17.465, 17.576]","(34.882, 39.232]"
"(17.1, 22.75]","(5.0, 6.0]","(110.1, 155.7]","(501.12, 509.083]","(-0.001, 0.41]","(241049.859, 354783.815]","(20.85, 21.47]","(8.699, 9.111]"
"(78.0, 140.05]","(8.0, 18.7]","(155.7, 290.7]","(113.676, 118.193]","(-0.001, 0.41]","(165004.096, 185938.102]","(22.348, 23.892]","(27.32, 30.033]"
"(9.8, 12.45]","(-0.001, 1.0]","(25.8, 29.45]","(113.676, 118.193]","(-0.001, 0.41]","(87327.282, 94365.591]","(19.488, 19.77]","(30.033, 34.882]"
"(140.05, 1224.0]","(18.7, 76.0]","(155.7, 290.7]","(261.801, 464.562]","(-0.001, 0.41]","(83357.881, 87327.282]","(17.465, 17.576]","(34.882, 39.232]"
"(7.0, 9.8]","(-0.001, 1.0]","(11.0, 12.0]","(210.568, 215.472]","(-0.001, 0.41]","(94365.591, 100759.612]","(20.85, 21.47]","(43.235, 44.572]"
"(140.05, 1224.0]","(3.0, 5.0]","(110.1, 155.7]","(4.67, 44.675]","(-0.001, 0.41]","(69293.196, 76184.635]","(16.137, 16.423]","(34.882, 39.232]"
"(5.0, 7.0]","(-0.001, 1.0]","(20.15, 25.8]","(98.654, 113.676]","(-0.001, 0.41]","(62267.491, 69293.196]","(13.854, 15.494]","(45.897, 47.286]"
"(5.0, 7.0]","(-0.001, 1.0]","(29.45, 37.1]","(44.675, 98.654]","(-0.001, 0.41]","(69293.196, 76184.635]","(15.494, 16.137]","(39.232, 41.425]"
"(12.45, 17.1]","(2.0, 3.0]","(25.8, 29.45]","(184.402, 210.568]","(-0.001, 0.41]","(50636.652, 62267.491]","(15.494, 16.137]","(1.5970000000000002, 8.039]"
"(4.85, 5.0]","(-0.001, 1.0]","(37.1, 48.5]","(210.568, 215.472]","(-0.001, 0.41]","(100759.612, 105583.164]","(19.488, 19.77]","(43.235, 44.572]"
"(4.85, 5.0]","(-0.001, 1.0]","(20.15, 25.8]","(210.568, 215.472]","(-0.001, 0.41]","(87327.282, 94365.591]","(17.919, 18.42]","(39.232, 41.425]"
"(38.0, 78.0]","(18.7, 76.0]","(60.8, 110.1]","(261.309, 261.801]","(-0.001, 0.41]","(130957.878, 145810.844]","(18.969, 19.488]","(13.749, 16.764]"
"(2.0, 3.0]","(-0.001, 1.0]","(12.0, 15.0]","(501.12, 509.083]","(-0.001, 0.41]","(105583.164, 112260.095]","(16.137, 16.423]","(45.897, 47.286]"
"(-0.001, 1.0]","(-0.001, 1.0]","(8.0, 11.0]","(647.374, 1727.656]","(-0.001, 0.41]","(145810.844, 165004.096]","(25.711, 30.338]","(10.241, 10.657]"
"(28.0, 38.0]","(8.0, 18.7]","(155.7, 290.7]","(44.675, 98.654]","(-0.001, 0.41]","(123581.622, 130957.878]","(16.423, 16.966]","(30.033, 34.882]"
"(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 5.0]","(606.352, 647.374]","(-0.001, 0.41]","(83357.881, 87327.282]","(23.892, 25.711]","(44.572, 45.897]"
"(22.75, 28.0]","(5.0, 6.0]","(37.1, 48.5]","(509.083, 606.352]","(-0.001, 0.41]","(185938.102, 212520.243]","(17.465, 17.576]","(34.882, 39.232]"
"(17.1, 22.75]","(3.0, 5.0]","(25.8, 29.45]","(509.083, 606.352]","(-0.001, 0.41]","(94365.591, 100759.612]","(15.494, 16.137]","(41.425, 43.235]"
"(38.0, 78.0]","(2.0, 3.0]","(60.8, 110.1]","(113.676, 118.193]","(-0.001, 0.41]","(130957.878, 145810.844]","(19.488, 19.77]","(30.033, 34.882]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(606.352, 647.374]","(-0.001, 0.41]","(76184.635, 83357.881]","(23.892, 25.711]","(44.572, 45.897]"
"(22.75, 28.0]","(-0.001, 1.0]","(20.15, 25.8]","(501.12, 509.083]","(-0.001, 0.41]","(100759.612, 105583.164]","(16.137, 16.423]","(44.572, 45.897]"
"(-0.001, 1.0]","(-0.001, 1.0]","(25.8, 29.45]","(215.472, 216.225]","(-0.001, 0.41]","(87327.282, 94365.591]","(17.576, 17.919]","(43.235, 44.572]"
"(140.05, 1224.0]","(-0.001, 1.0]","(290.7, 1854.0]","(215.472, 216.225]","(-0.001, 0.41]","(87327.282, 94365.591]","(17.576, 17.919]","(45.897, 47.286]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(98.654, 113.676]","(-0.001, 0.41]","(76184.635, 83357.881]","(17.465, 17.576]","(39.232, 41.425]"
"(4.85, 5.0]","(-0.001, 1.0]","(11.0, 12.0]","(44.675, 98.654]","(-0.001, 0.41]","(100759.612, 105583.164]","(20.3, 20.85]","(39.232, 41.425]"
"(22.75, 28.0]","(3.0, 5.0]","(29.45, 37.1]","(509.083, 606.352]","(-0.001, 0.41]","(94365.591, 100759.612]","(13.854, 15.494]","(39.232, 41.425]"
"(-0.001, 1.0]","(-0.001, 1.0]","(20.15, 25.8]","(210.568, 215.472]","(-0.001, 0.41]","(112260.095, 123581.622]","(19.488, 19.77]","(39.232, 41.425]"
"(140.05, 1224.0]","(-0.001, 1.0]","(290.7, 1854.0]","(210.568, 215.472]","(-0.001, 0.41]","(123581.622, 130957.878]","(18.42, 18.969]","(44.572, 45.897]"
"(4.85, 5.0]","(-0.001, 1.0]","(12.0, 15.0]","(647.374, 1727.656]","(-0.001, 0.41]","(50636.652, 62267.491]","(25.711, 30.338]","(8.699, 9.111]"
"(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(261.309, 261.801]","(89.565, 257.0]","(36285.002, 50636.652]","(20.85, 21.47]","(13.749, 16.764]"
"(9.8, 12.45]","(3.0, 5.0]","(15.0, 20.15]","(118.193, 138.859]","(-0.001, 0.41]","(130957.878, 145810.844]","(21.47, 22.348]","(13.749, 16.764]"
"(38.0, 78.0]","(-0.001, 1.0]","(37.1, 48.5]","(44.675, 98.654]","(-0.001, 0.41]","(123581.622, 130957.878]","(18.969, 19.488]","(22.673, 27.32]"
"(22.75, 28.0]","(8.0, 18.7]","(155.7, 290.7]","(501.12, 509.083]","(-0.001, 0.41]","(145810.844, 165004.096]","(16.137, 16.423]","(45.897, 47.286]"
"(78.0, 140.05]","(1.0, 2.0]","(37.1, 48.5]","(113.676, 118.193]","(-0.001, 0.41]","(130957.878, 145810.844]","(16.137, 16.423]","(30.033, 34.882]"
"(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(113.676, 118.193]","(-0.001, 0.41]","(123581.622, 130957.878]","(17.465, 17.576]","(34.882, 39.232]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(138.859, 184.402]","(-0.001, 0.41]","(76184.635, 83357.881]","(16.966, 17.465]","(45.897, 47.286]"
"(1.0, 2.0]","(-0.001, 1.0]","(3.0, 5.0]","(118.193, 138.859]","(-0.001, 0.41]","(241049.859, 354783.815]","(23.892, 25.711]","(30.033, 34.882]"
"(5.0, 7.0]","(-0.001, 1.0]","(2.0, 3.0]","(261.801, 464.562]","(-0.001, 0.41]","(83357.881, 87327.282]","(18.969, 19.488]","(34.882, 39.232]"
"(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 2.0]","(210.568, 215.472]","(-0.001, 0.41]","(145810.844, 165004.096]","(17.919, 18.42]","(39.232, 41.425]"
"(2.0, 3.0]","(-0.001, 1.0]","(20.15, 25.8]","(118.193, 138.859]","(-0.001, 0.41]","(185938.102, 212520.243]","(18.42, 18.969]","(41.425, 43.235]"
"(28.0, 38.0]","(3.0, 5.0]","(29.45, 37.1]","(4.67, 44.675]","(-0.001, 0.41]","(354783.815, 3539315.621]","(8.213000000000001, 13.854]","(13.749, 16.764]"
"(9.8, 12.45]","(3.0, 5.0]","(37.1, 48.5]","(216.225, 220.961]","(-0.001, 0.41]","(354783.815, 3539315.621]","(30.338, 36.463]","(13.749, 16.764]"
"(2.0, 3.0]","(-0.001, 1.0]","(1.0, 2.0]","(261.309, 261.801]","(20.715, 55.7]","(83357.881, 87327.282]","(19.77, 20.3]","(9.111, 9.804]"
"(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(215.472, 216.225]","(-0.001, 0.41]","(105583.164, 112260.095]","(16.966, 17.465]","(43.235, 44.572]"
"(-0.001, 1.0]","(-0.001, 1.0]","(12.0, 15.0]","(501.12, 509.083]","(-0.001, 0.41]","(94365.591, 100759.612]","(16.137, 16.423]","(45.897, 47.286]"
"(9.8, 12.45]","(-0.001, 1.0]","(37.1, 48.5]","(210.568, 215.472]","(-0.001, 0.41]","(105583.164, 112260.095]","(16.966, 17.465]","(30.033, 34.882]"
"(38.0, 78.0]","(8.0, 18.7]","(155.7, 290.7]","(606.352, 647.374]","(-0.001, 0.41]","(130957.878, 145810.844]","(20.3, 20.85]","(44.572, 45.897]"
"(-0.001, 1.0]","(-0.001, 1.0]","(5.0, 6.0]","(501.12, 509.083]","(-0.001, 0.41]","(69293.196, 76184.635]","(16.137, 16.423]","(45.897, 47.286]"
"(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 5.0]","(118.193, 138.859]","(-0.001, 0.41]","(212520.243, 241049.859]","(18.969, 19.488]","(22.673, 27.32]"
"(2.0, 3.0]","(-0.001, 1.0]","(20.15, 25.8]","(501.12, 509.083]","(-0.001, 0.41]","(62267.491, 69293.196]","(15.494, 16.137]","(45.897, 47.286]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(215.472, 216.225]","(-0.001, 0.41]","(76184.635, 83357.881]","(17.576, 17.919]","(44.572, 45.897]"
"(4.85, 5.0]","(3.0, 5.0]","(5.0, 6.0]","(464.562, 501.12]","(-0.001, 0.41]","(94365.591, 100759.612]","(20.3, 20.85]","(39.232, 41.425]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(606.352, 647.374]","(-0.001, 0.41]","(69293.196, 76184.635]","(16.423, 16.966]","(43.235, 44.572]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(98.654, 113.676]","(-0.001, 0.41]","(50636.652, 62267.491]","(16.137, 16.423]","(43.235, 44.572]"
"(2.0, 3.0]","(-0.001, 1.0]","(8.0, 11.0]","(501.12, 509.083]","(-0.001, 0.41]","(94365.591, 100759.612]","(20.3, 20.85]","(39.232, 41.425]"
"(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 5.0]","(44.675, 98.654]","(-0.001, 0.41]","(50636.652, 62267.491]","(18.42, 18.969]","(22.673, 27.32]"
"(-0.001, 1.0]","(-0.001, 1.0]","(5.0, 6.0]","(261.801, 464.562]","(3.025, 10.6]","(83357.881, 87327.282]","(20.85, 21.47]","(11.431, 12.305]"
"(2.0, 3.0]","(-0.001, 1.0]","(8.0, 11.0]","(184.402, 210.568]","(-0.001, 0.41]","(62267.491, 69293.196]","(25.711, 30.338]","(8.039, 8.699]"
"(2.0, 3.0]","(-0.001, 1.0]","(3.0, 5.0]","(464.562, 501.12]","(-0.001, 0.41]","(165004.096, 185938.102]","(20.85, 21.47]","(41.425, 43.235]"
"(12.45, 17.1]","(3.0, 5.0]","(20.15, 25.8]","(464.562, 501.12]","(-0.001, 0.41]","(62267.491, 69293.196]","(16.423, 16.966]","(27.32, 30.033]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(4743.648, 8843.862]","(55.7, 89.565]","(36285.002, 50636.652]","(20.3, 20.85]","(8.039, 8.699]"
"(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(113.676, 118.193]","(-0.001, 0.41]","(112260.095, 123581.622]","(19.488, 19.77]","(34.882, 39.232]"
"(78.0, 140.05]","(3.0, 5.0]","(110.1, 155.7]","(98.654, 113.676]","(-0.001, 0.41]","(165004.096, 185938.102]","(16.423, 16.966]","(22.673, 27.32]"
"(1.0, 2.0]","(-0.001, 1.0]","(12.0, 15.0]","(138.859, 184.402]","(-0.001, 0.41]","(69293.196, 76184.635]","(30.338, 36.463]","(8.699, 9.111]"
