Z1,Z2,Z3,Z4,Z5,Y,T
"(1.977, 2.517]","(3.417, 3.963]","(2.078, 2.556]","(2.016, 2.513]","(3.439, 3.963]","(3.839, 6.288]",1
"(2.517, 2.954]","(2.053, 2.565]","(3.966, 6.164]","(3.453, 3.935]","(-0.553, 2.022]","(6.288, 25.433]",1
"(-0.304, 1.977]","(2.565, 2.994]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(2.022, 2.563]","(3.839, 6.288]",1
"(2.517, 2.954]","(2.994, 3.417]","(-0.496, 2.078]","(3.453, 3.935]","(2.022, 2.563]","(3.839, 6.288]",1
"(3.975, 6.029]","(3.417, 3.963]","(2.556, 3.001]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(1.106, 1.953]",0
"(3.419, 3.975]","(2.994, 3.417]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(3.417, 3.963]","(2.078, 2.556]","(3.935, 6.297]","(3.01, 3.439]","(1.106, 1.953]",0
"(2.517, 2.954]","(-0.638, 2.053]","(3.438, 3.966]","(2.016, 2.513]","(2.022, 2.563]","(2.735, 3.839]",1
"(1.977, 2.517]","(2.565, 2.994]","(2.078, 2.556]","(3.935, 6.297]","(3.963, 6.165]","(-1.761, 1.106]",0
"(3.975, 6.029]","(2.053, 2.565]","(2.556, 3.001]","(3.935, 6.297]","(3.439, 3.963]","(1.953, 2.735]",0
"(2.954, 3.419]","(2.053, 2.565]","(3.001, 3.438]","(3.935, 6.297]","(3.01, 3.439]","(1.106, 1.953]",0
"(2.954, 3.419]","(3.963, 6.031]","(2.556, 3.001]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(6.288, 25.433]",1
"(-0.304, 1.977]","(2.994, 3.417]","(2.556, 3.001]","(2.016, 2.513]","(2.022, 2.563]","(3.839, 6.288]",1
"(-0.304, 1.977]","(3.417, 3.963]","(3.001, 3.438]","(3.014, 3.453]","(-0.553, 2.022]","(1.106, 1.953]",0
"(3.975, 6.029]","(2.565, 2.994]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(-1.761, 1.106]",0
"(2.517, 2.954]","(3.417, 3.963]","(3.438, 3.966]","(3.453, 3.935]","(3.439, 3.963]","(2.735, 3.839]",0
"(2.517, 2.954]","(3.417, 3.963]","(2.078, 2.556]","(3.935, 6.297]","(3.963, 6.165]","(2.735, 3.839]",0
"(2.517, 2.954]","(3.417, 3.963]","(3.001, 3.438]","(2.513, 3.014]","(3.439, 3.963]","(6.288, 25.433]",1
"(2.517, 2.954]","(2.565, 2.994]","(-0.496, 2.078]","(2.016, 2.513]","(-0.553, 2.022]","(2.735, 3.839]",1
"(-0.304, 1.977]","(2.565, 2.994]","(-0.496, 2.078]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(1.953, 2.735]",1
"(1.977, 2.517]","(2.994, 3.417]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(6.288, 25.433]",1
"(3.419, 3.975]","(3.417, 3.963]","(-0.496, 2.078]","(-1.0779999999999998, 2.016]","(-0.553, 2.022]","(3.839, 6.288]",1
"(2.517, 2.954]","(2.994, 3.417]","(3.438, 3.966]","(-1.0779999999999998, 2.016]","(-0.553, 2.022]","(1.953, 2.735]",1
"(1.977, 2.517]","(2.994, 3.417]","(2.556, 3.001]","(3.935, 6.297]","(-0.553, 2.022]","(6.288, 25.433]",1
"(3.975, 6.029]","(3.963, 6.031]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(-0.553, 2.022]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(2.053, 2.565]","(3.001, 3.438]","(2.513, 3.014]","(2.022, 2.563]","(3.839, 6.288]",1
"(3.975, 6.029]","(2.994, 3.417]","(3.001, 3.438]","(3.453, 3.935]","(3.439, 3.963]","(2.735, 3.839]",0
"(1.977, 2.517]","(3.963, 6.031]","(2.556, 3.001]","(3.453, 3.935]","(3.01, 3.439]","(-1.761, 1.106]",0
"(2.954, 3.419]","(2.994, 3.417]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(6.288, 25.433]",1
"(3.975, 6.029]","(2.565, 2.994]","(-0.496, 2.078]","(3.453, 3.935]","(3.439, 3.963]","(-1.761, 1.106]",0
"(2.954, 3.419]","(2.994, 3.417]","(2.556, 3.001]","(3.453, 3.935]","(2.022, 2.563]","(-1.761, 1.106]",0
"(3.419, 3.975]","(2.053, 2.565]","(3.001, 3.438]","(3.453, 3.935]","(3.439, 3.963]","(3.839, 6.288]",0
"(3.975, 6.029]","(-0.638, 2.053]","(-0.496, 2.078]","(2.513, 3.014]","(3.439, 3.963]","(6.288, 25.433]",1
"(3.419, 3.975]","(3.417, 3.963]","(3.966, 6.164]","(3.453, 3.935]","(3.963, 6.165]","(-1.761, 1.106]",0
"(2.517, 2.954]","(3.963, 6.031]","(-0.496, 2.078]","(3.935, 6.297]","(3.963, 6.165]","(-1.761, 1.106]",0
"(2.954, 3.419]","(2.565, 2.994]","(3.001, 3.438]","(2.016, 2.513]","(-0.553, 2.022]","(6.288, 25.433]",1
"(2.954, 3.419]","(2.053, 2.565]","(3.966, 6.164]","(3.935, 6.297]","(2.022, 2.563]","(2.735, 3.839]",0
"(2.517, 2.954]","(-0.638, 2.053]","(2.078, 2.556]","(3.014, 3.453]","(3.963, 6.165]","(6.288, 25.433]",1
"(-0.304, 1.977]","(2.053, 2.565]","(3.001, 3.438]","(2.513, 3.014]","(3.963, 6.165]","(3.839, 6.288]",1
"(-0.304, 1.977]","(3.417, 3.963]","(3.001, 3.438]","(2.016, 2.513]","(3.439, 3.963]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(-0.638, 2.053]","(3.966, 6.164]","(3.935, 6.297]","(3.963, 6.165]","(-1.761, 1.106]",0
"(1.977, 2.517]","(2.053, 2.565]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(6.288, 25.433]",1
"(1.977, 2.517]","(-0.638, 2.053]","(3.001, 3.438]","(3.453, 3.935]","(2.563, 3.01]","(6.288, 25.433]",1
"(-0.304, 1.977]","(3.417, 3.963]","(-0.496, 2.078]","(2.513, 3.014]","(2.022, 2.563]","(2.735, 3.839]",1
"(3.419, 3.975]","(2.994, 3.417]","(-0.496, 2.078]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(1.106, 1.953]",0
"(1.977, 2.517]","(2.053, 2.565]","(2.556, 3.001]","(3.014, 3.453]","(3.01, 3.439]","(3.839, 6.288]",1
"(1.977, 2.517]","(3.963, 6.031]","(-0.496, 2.078]","(2.016, 2.513]","(3.01, 3.439]","(1.106, 1.953]",0
"(1.977, 2.517]","(3.417, 3.963]","(3.438, 3.966]","(3.935, 6.297]","(3.963, 6.165]","(3.839, 6.288]",0
"(3.975, 6.029]","(3.963, 6.031]","(-0.496, 2.078]","(3.014, 3.453]","(3.963, 6.165]","(1.106, 1.953]",0
"(3.975, 6.029]","(2.994, 3.417]","(3.966, 6.164]","(3.014, 3.453]","(2.022, 2.563]","(3.839, 6.288]",1
"(2.954, 3.419]","(3.963, 6.031]","(-0.496, 2.078]","(2.016, 2.513]","(3.439, 3.963]","(6.288, 25.433]",1
"(1.977, 2.517]","(-0.638, 2.053]","(3.966, 6.164]","(2.513, 3.014]","(3.439, 3.963]","(2.735, 3.839]",1
"(2.517, 2.954]","(3.417, 3.963]","(3.966, 6.164]","(3.014, 3.453]","(3.01, 3.439]","(6.288, 25.433]",1
"(3.419, 3.975]","(3.963, 6.031]","(2.556, 3.001]","(2.513, 3.014]","(-0.553, 2.022]","(-1.761, 1.106]",0
"(1.977, 2.517]","(2.994, 3.417]","(2.556, 3.001]","(3.453, 3.935]","(2.563, 3.01]","(-1.761, 1.106]",0
"(3.975, 6.029]","(2.565, 2.994]","(3.438, 3.966]","(2.513, 3.014]","(3.439, 3.963]","(1.953, 2.735]",0
"(1.977, 2.517]","(2.053, 2.565]","(2.556, 3.001]","(3.014, 3.453]","(2.563, 3.01]","(6.288, 25.433]",1
"(3.975, 6.029]","(2.053, 2.565]","(3.001, 3.438]","(3.935, 6.297]","(3.963, 6.165]","(1.953, 2.735]",0
"(3.419, 3.975]","(3.417, 3.963]","(3.438, 3.966]","(3.014, 3.453]","(2.022, 2.563]","(-1.761, 1.106]",0
"(3.975, 6.029]","(2.053, 2.565]","(3.001, 3.438]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(1.106, 1.953]",0
"(1.977, 2.517]","(2.565, 2.994]","(2.556, 3.001]","(2.016, 2.513]","(3.01, 3.439]","(2.735, 3.839]",0
"(3.419, 3.975]","(2.994, 3.417]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(-1.761, 1.106]",0
"(1.977, 2.517]","(3.417, 3.963]","(-0.496, 2.078]","(3.014, 3.453]","(3.01, 3.439]","(1.953, 2.735]",1
"(-0.304, 1.977]","(2.565, 2.994]","(-0.496, 2.078]","(3.935, 6.297]","(3.439, 3.963]","(1.953, 2.735]",1
"(1.977, 2.517]","(-0.638, 2.053]","(3.966, 6.164]","(3.453, 3.935]","(-0.553, 2.022]","(2.735, 3.839]",0
"(-0.304, 1.977]","(2.994, 3.417]","(2.556, 3.001]","(2.513, 3.014]","(3.439, 3.963]","(1.953, 2.735]",0
"(3.975, 6.029]","(2.994, 3.417]","(3.966, 6.164]","(2.513, 3.014]","(3.439, 3.963]","(1.106, 1.953]",0
"(3.975, 6.029]","(3.417, 3.963]","(3.438, 3.966]","(3.014, 3.453]","(3.01, 3.439]","(1.106, 1.953]",0
"(2.954, 3.419]","(3.963, 6.031]","(3.966, 6.164]","(3.014, 3.453]","(-0.553, 2.022]","(1.953, 2.735]",1
"(1.977, 2.517]","(-0.638, 2.053]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(2.735, 3.839]",1
"(3.419, 3.975]","(2.053, 2.565]","(3.001, 3.438]","(2.016, 2.513]","(2.022, 2.563]","(3.839, 6.288]",1
"(3.419, 3.975]","(3.417, 3.963]","(3.966, 6.164]","(3.014, 3.453]","(3.439, 3.963]","(1.106, 1.953]",0
"(3.975, 6.029]","(3.417, 3.963]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(1.106, 1.953]",0
"(-0.304, 1.977]","(3.963, 6.031]","(3.001, 3.438]","(2.513, 3.014]","(3.963, 6.165]","(3.839, 6.288]",1
"(2.954, 3.419]","(2.994, 3.417]","(3.001, 3.438]","(2.016, 2.513]","(2.022, 2.563]","(6.288, 25.433]",1
"(3.419, 3.975]","(-0.638, 2.053]","(3.966, 6.164]","(3.014, 3.453]","(3.01, 3.439]","(1.953, 2.735]",0
"(1.977, 2.517]","(-0.638, 2.053]","(2.556, 3.001]","(3.014, 3.453]","(3.963, 6.165]","(3.839, 6.288]",1
"(3.419, 3.975]","(2.053, 2.565]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(2.022, 2.563]","(6.288, 25.433]",1
"(-0.304, 1.977]","(-0.638, 2.053]","(3.438, 3.966]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(6.288, 25.433]",1
"(-0.304, 1.977]","(2.565, 2.994]","(2.556, 3.001]","(2.016, 2.513]","(2.022, 2.563]","(6.288, 25.433]",1
"(2.954, 3.419]","(3.417, 3.963]","(2.556, 3.001]","(2.016, 2.513]","(2.022, 2.563]","(3.839, 6.288]",1
"(2.954, 3.419]","(-0.638, 2.053]","(3.001, 3.438]","(2.016, 2.513]","(3.439, 3.963]","(3.839, 6.288]",1
"(3.419, 3.975]","(3.963, 6.031]","(3.001, 3.438]","(3.453, 3.935]","(3.439, 3.963]","(-1.761, 1.106]",0
"(2.517, 2.954]","(2.053, 2.565]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(2.735, 3.839]",1
"(-0.304, 1.977]","(3.963, 6.031]","(-0.496, 2.078]","(3.453, 3.935]","(2.022, 2.563]","(3.839, 6.288]",1
"(2.954, 3.419]","(3.963, 6.031]","(2.556, 3.001]","(3.014, 3.453]","(-0.553, 2.022]","(1.106, 1.953]",0
"(3.419, 3.975]","(2.994, 3.417]","(3.001, 3.438]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(3.839, 6.288]",1
"(3.419, 3.975]","(2.994, 3.417]","(3.001, 3.438]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(6.288, 25.433]",1
"(1.977, 2.517]","(2.994, 3.417]","(3.438, 3.966]","(3.935, 6.297]","(2.563, 3.01]","(-1.761, 1.106]",0
"(3.419, 3.975]","(2.053, 2.565]","(3.438, 3.966]","(3.014, 3.453]","(3.439, 3.963]","(1.106, 1.953]",0
"(2.954, 3.419]","(-0.638, 2.053]","(-0.496, 2.078]","(-1.0779999999999998, 2.016]","(-0.553, 2.022]","(1.953, 2.735]",1
"(3.975, 6.029]","(-0.638, 2.053]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(2.022, 2.563]","(-1.761, 1.106]",0
"(2.954, 3.419]","(-0.638, 2.053]","(-0.496, 2.078]","(2.016, 2.513]","(2.563, 3.01]","(3.839, 6.288]",1
"(2.954, 3.419]","(3.417, 3.963]","(-0.496, 2.078]","(3.935, 6.297]","(2.563, 3.01]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(-0.638, 2.053]","(2.556, 3.001]","(3.014, 3.453]","(-0.553, 2.022]","(1.953, 2.735]",1
"(2.954, 3.419]","(2.565, 2.994]","(-0.496, 2.078]","(3.453, 3.935]","(3.01, 3.439]","(3.839, 6.288]",1
"(1.977, 2.517]","(2.565, 2.994]","(2.556, 3.001]","(3.453, 3.935]","(-0.553, 2.022]","(2.735, 3.839]",1
"(3.975, 6.029]","(2.994, 3.417]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(1.106, 1.953]",0
"(1.977, 2.517]","(-0.638, 2.053]","(3.438, 3.966]","(3.935, 6.297]","(2.563, 3.01]","(1.953, 2.735]",1
"(3.975, 6.029]","(2.565, 2.994]","(-0.496, 2.078]","(3.014, 3.453]","(3.01, 3.439]","(1.106, 1.953]",1
"(3.975, 6.029]","(2.053, 2.565]","(2.078, 2.556]","(3.935, 6.297]","(3.01, 3.439]","(1.106, 1.953]",0
"(-0.304, 1.977]","(3.963, 6.031]","(2.556, 3.001]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(3.839, 6.288]",1
"(3.975, 6.029]","(3.963, 6.031]","(-0.496, 2.078]","(-1.0779999999999998, 2.016]","(2.022, 2.563]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(2.565, 2.994]","(2.556, 3.001]","(2.513, 3.014]","(2.563, 3.01]","(3.839, 6.288]",1
"(2.517, 2.954]","(-0.638, 2.053]","(3.966, 6.164]","(2.513, 3.014]","(3.963, 6.165]","(3.839, 6.288]",1
"(2.517, 2.954]","(2.994, 3.417]","(2.078, 2.556]","(2.513, 3.014]","(3.01, 3.439]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(2.994, 3.417]","(2.556, 3.001]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(6.288, 25.433]",1
"(-0.304, 1.977]","(3.417, 3.963]","(3.966, 6.164]","(3.453, 3.935]","(2.022, 2.563]","(6.288, 25.433]",1
"(2.517, 2.954]","(2.994, 3.417]","(2.078, 2.556]","(3.014, 3.453]","(3.01, 3.439]","(1.953, 2.735]",0
"(3.975, 6.029]","(3.417, 3.963]","(3.438, 3.966]","(2.016, 2.513]","(3.01, 3.439]","(2.735, 3.839]",0
"(3.419, 3.975]","(3.963, 6.031]","(3.001, 3.438]","(2.513, 3.014]","(2.563, 3.01]","(2.735, 3.839]",0
"(-0.304, 1.977]","(2.565, 2.994]","(3.966, 6.164]","(3.453, 3.935]","(3.963, 6.165]","(-1.761, 1.106]",0
"(3.419, 3.975]","(-0.638, 2.053]","(-0.496, 2.078]","(3.453, 3.935]","(3.01, 3.439]","(3.839, 6.288]",1
"(3.419, 3.975]","(3.417, 3.963]","(3.966, 6.164]","(2.513, 3.014]","(-0.553, 2.022]","(1.106, 1.953]",0
"(3.975, 6.029]","(3.963, 6.031]","(2.078, 2.556]","(3.935, 6.297]","(3.01, 3.439]","(1.953, 2.735]",0
"(2.954, 3.419]","(2.565, 2.994]","(3.966, 6.164]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(1.953, 2.735]",0
"(3.419, 3.975]","(2.994, 3.417]","(-0.496, 2.078]","(2.513, 3.014]","(2.563, 3.01]","(1.106, 1.953]",1
"(3.419, 3.975]","(3.417, 3.963]","(2.556, 3.001]","(3.935, 6.297]","(2.563, 3.01]","(2.735, 3.839]",0
"(-0.304, 1.977]","(3.417, 3.963]","(3.001, 3.438]","(3.453, 3.935]","(3.963, 6.165]","(1.953, 2.735]",0
"(2.517, 2.954]","(2.994, 3.417]","(-0.496, 2.078]","(3.935, 6.297]","(3.01, 3.439]","(-1.761, 1.106]",0
"(2.517, 2.954]","(2.994, 3.417]","(2.556, 3.001]","(3.935, 6.297]","(-0.553, 2.022]","(1.953, 2.735]",0
"(2.954, 3.419]","(2.053, 2.565]","(3.001, 3.438]","(3.453, 3.935]","(3.439, 3.963]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(2.565, 2.994]","(2.078, 2.556]","(2.016, 2.513]","(2.022, 2.563]","(3.839, 6.288]",1
"(-0.304, 1.977]","(2.565, 2.994]","(2.556, 3.001]","(3.014, 3.453]","(3.439, 3.963]","(2.735, 3.839]",1
"(3.419, 3.975]","(3.417, 3.963]","(-0.496, 2.078]","(2.016, 2.513]","(3.01, 3.439]","(3.839, 6.288]",1
"(3.975, 6.029]","(2.565, 2.994]","(2.556, 3.001]","(3.453, 3.935]","(3.963, 6.165]","(2.735, 3.839]",0
"(3.975, 6.029]","(2.565, 2.994]","(2.078, 2.556]","(3.014, 3.453]","(-0.553, 2.022]","(6.288, 25.433]",1
"(-0.304, 1.977]","(3.417, 3.963]","(3.001, 3.438]","(3.453, 3.935]","(2.563, 3.01]","(1.106, 1.953]",0
"(2.954, 3.419]","(3.417, 3.963]","(2.078, 2.556]","(3.453, 3.935]","(-0.553, 2.022]","(1.953, 2.735]",1
"(2.954, 3.419]","(3.963, 6.031]","(2.078, 2.556]","(2.513, 3.014]","(3.963, 6.165]","(1.106, 1.953]",0
"(2.517, 2.954]","(2.053, 2.565]","(3.001, 3.438]","(2.513, 3.014]","(3.963, 6.165]","(6.288, 25.433]",1
"(2.517, 2.954]","(3.963, 6.031]","(3.966, 6.164]","(2.513, 3.014]","(3.01, 3.439]","(-1.761, 1.106]",0
"(2.517, 2.954]","(2.053, 2.565]","(3.438, 3.966]","(-1.0779999999999998, 2.016]","(2.022, 2.563]","(-1.761, 1.106]",0
"(2.954, 3.419]","(3.963, 6.031]","(2.078, 2.556]","(2.016, 2.513]","(3.439, 3.963]","(1.106, 1.953]",0
"(3.975, 6.029]","(2.053, 2.565]","(2.078, 2.556]","(2.016, 2.513]","(2.022, 2.563]","(6.288, 25.433]",1
"(2.954, 3.419]","(3.417, 3.963]","(2.556, 3.001]","(3.014, 3.453]","(-0.553, 2.022]","(3.839, 6.288]",1
"(-0.304, 1.977]","(3.417, 3.963]","(3.966, 6.164]","(2.513, 3.014]","(3.439, 3.963]","(1.953, 2.735]",0
"(1.977, 2.517]","(3.417, 3.963]","(3.438, 3.966]","(3.935, 6.297]","(-0.553, 2.022]","(1.106, 1.953]",0
"(1.977, 2.517]","(3.963, 6.031]","(3.438, 3.966]","(-1.0779999999999998, 2.016]","(2.022, 2.563]","(3.839, 6.288]",1
"(2.954, 3.419]","(2.053, 2.565]","(-0.496, 2.078]","(3.014, 3.453]","(3.01, 3.439]","(6.288, 25.433]",1
"(3.975, 6.029]","(-0.638, 2.053]","(3.438, 3.966]","(2.016, 2.513]","(2.563, 3.01]","(6.288, 25.433]",1
"(1.977, 2.517]","(2.053, 2.565]","(3.966, 6.164]","(3.453, 3.935]","(3.439, 3.963]","(6.288, 25.433]",1
"(2.517, 2.954]","(3.963, 6.031]","(3.001, 3.438]","(2.016, 2.513]","(3.963, 6.165]","(2.735, 3.839]",0
"(2.517, 2.954]","(3.963, 6.031]","(3.438, 3.966]","(2.016, 2.513]","(-0.553, 2.022]","(1.953, 2.735]",0
"(1.977, 2.517]","(2.565, 2.994]","(3.966, 6.164]","(2.513, 3.014]","(3.963, 6.165]","(1.106, 1.953]",0
"(2.954, 3.419]","(3.963, 6.031]","(-0.496, 2.078]","(3.935, 6.297]","(2.022, 2.563]","(1.106, 1.953]",0
"(1.977, 2.517]","(3.963, 6.031]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(6.288, 25.433]",1
"(2.954, 3.419]","(3.963, 6.031]","(-0.496, 2.078]","(3.453, 3.935]","(2.563, 3.01]","(1.953, 2.735]",0
"(1.977, 2.517]","(3.417, 3.963]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(3.839, 6.288]",1
"(2.954, 3.419]","(2.994, 3.417]","(2.556, 3.001]","(2.513, 3.014]","(3.439, 3.963]","(-1.761, 1.106]",0
"(2.517, 2.954]","(2.565, 2.994]","(2.556, 3.001]","(3.935, 6.297]","(3.963, 6.165]","(2.735, 3.839]",0
"(2.954, 3.419]","(2.053, 2.565]","(3.966, 6.164]","(3.935, 6.297]","(2.563, 3.01]","(1.106, 1.953]",0
"(3.975, 6.029]","(3.963, 6.031]","(3.438, 3.966]","(3.935, 6.297]","(-0.553, 2.022]","(-1.761, 1.106]",0
"(3.975, 6.029]","(2.565, 2.994]","(3.966, 6.164]","(2.513, 3.014]","(2.563, 3.01]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(2.994, 3.417]","(3.001, 3.438]","(2.513, 3.014]","(3.963, 6.165]","(3.839, 6.288]",1
"(3.419, 3.975]","(3.963, 6.031]","(3.966, 6.164]","(3.935, 6.297]","(3.439, 3.963]","(1.106, 1.953]",0
"(3.419, 3.975]","(2.994, 3.417]","(2.556, 3.001]","(3.935, 6.297]","(3.01, 3.439]","(2.735, 3.839]",0
"(2.954, 3.419]","(3.963, 6.031]","(-0.496, 2.078]","(3.935, 6.297]","(3.963, 6.165]","(1.106, 1.953]",0
"(-0.304, 1.977]","(2.053, 2.565]","(3.001, 3.438]","(3.935, 6.297]","(3.01, 3.439]","(6.288, 25.433]",1
"(-0.304, 1.977]","(-0.638, 2.053]","(3.966, 6.164]","(3.453, 3.935]","(-0.553, 2.022]","(2.735, 3.839]",1
"(1.977, 2.517]","(2.053, 2.565]","(-0.496, 2.078]","(3.014, 3.453]","(3.963, 6.165]","(3.839, 6.288]",1
"(2.517, 2.954]","(2.994, 3.417]","(2.556, 3.001]","(3.935, 6.297]","(2.563, 3.01]","(1.106, 1.953]",0
"(2.954, 3.419]","(3.417, 3.963]","(3.966, 6.164]","(3.453, 3.935]","(3.963, 6.165]","(1.106, 1.953]",0
"(1.977, 2.517]","(2.565, 2.994]","(3.966, 6.164]","(3.014, 3.453]","(3.01, 3.439]","(1.106, 1.953]",0
"(3.419, 3.975]","(3.417, 3.963]","(3.001, 3.438]","(3.935, 6.297]","(3.439, 3.963]","(1.953, 2.735]",0
"(3.419, 3.975]","(2.565, 2.994]","(2.556, 3.001]","(3.014, 3.453]","(2.563, 3.01]","(-1.761, 1.106]",0
"(2.954, 3.419]","(2.994, 3.417]","(3.966, 6.164]","(2.513, 3.014]","(3.963, 6.165]","(1.106, 1.953]",0
"(1.977, 2.517]","(-0.638, 2.053]","(2.078, 2.556]","(3.014, 3.453]","(2.022, 2.563]","(6.288, 25.433]",1
"(1.977, 2.517]","(2.053, 2.565]","(3.966, 6.164]","(2.513, 3.014]","(-0.553, 2.022]","(3.839, 6.288]",1
"(2.954, 3.419]","(3.963, 6.031]","(-0.496, 2.078]","(3.014, 3.453]","(2.022, 2.563]","(-1.761, 1.106]",0
"(2.517, 2.954]","(3.417, 3.963]","(3.001, 3.438]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(3.839, 6.288]",1
"(2.517, 2.954]","(3.417, 3.963]","(3.001, 3.438]","(2.016, 2.513]","(3.963, 6.165]","(-1.761, 1.106]",0
"(2.517, 2.954]","(3.963, 6.031]","(2.556, 3.001]","(3.014, 3.453]","(2.022, 2.563]","(1.106, 1.953]",0
"(2.517, 2.954]","(3.963, 6.031]","(2.556, 3.001]","(3.453, 3.935]","(2.563, 3.01]","(1.106, 1.953]",0
"(2.954, 3.419]","(-0.638, 2.053]","(3.001, 3.438]","(2.513, 3.014]","(2.022, 2.563]","(1.106, 1.953]",1
"(3.975, 6.029]","(3.417, 3.963]","(-0.496, 2.078]","(3.014, 3.453]","(2.563, 3.01]","(-1.761, 1.106]",0
"(1.977, 2.517]","(2.994, 3.417]","(2.556, 3.001]","(3.014, 3.453]","(3.01, 3.439]","(-1.761, 1.106]",0
"(3.419, 3.975]","(3.963, 6.031]","(3.966, 6.164]","(3.014, 3.453]","(-0.553, 2.022]","(1.953, 2.735]",0
"(3.975, 6.029]","(2.565, 2.994]","(3.438, 3.966]","(2.513, 3.014]","(2.563, 3.01]","(-1.761, 1.106]",0
"(2.954, 3.419]","(2.053, 2.565]","(3.001, 3.438]","(3.453, 3.935]","(3.963, 6.165]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(3.963, 6.031]","(3.438, 3.966]","(-1.0779999999999998, 2.016]","(3.963, 6.165]","(2.735, 3.839]",1
"(3.975, 6.029]","(3.963, 6.031]","(2.556, 3.001]","(3.935, 6.297]","(-0.553, 2.022]","(-1.761, 1.106]",0
"(-0.304, 1.977]","(2.994, 3.417]","(3.001, 3.438]","(2.016, 2.513]","(3.963, 6.165]","(2.735, 3.839]",1
"(-0.304, 1.977]","(3.417, 3.963]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.01, 3.439]","(6.288, 25.433]",1
"(3.975, 6.029]","(2.053, 2.565]","(3.438, 3.966]","(3.453, 3.935]","(3.01, 3.439]","(1.106, 1.953]",0
"(1.977, 2.517]","(3.417, 3.963]","(3.438, 3.966]","(3.014, 3.453]","(-0.553, 2.022]","(1.953, 2.735]",0
"(-0.304, 1.977]","(2.053, 2.565]","(3.438, 3.966]","(3.014, 3.453]","(-0.553, 2.022]","(2.735, 3.839]",1
"(1.977, 2.517]","(-0.638, 2.053]","(2.078, 2.556]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(3.839, 6.288]",1
"(3.419, 3.975]","(3.963, 6.031]","(2.556, 3.001]","(2.513, 3.014]","(-0.553, 2.022]","(2.735, 3.839]",1
"(2.954, 3.419]","(-0.638, 2.053]","(3.438, 3.966]","(2.016, 2.513]","(2.022, 2.563]","(1.953, 2.735]",1
"(2.954, 3.419]","(2.994, 3.417]","(3.001, 3.438]","(-1.0779999999999998, 2.016]","(2.563, 3.01]","(6.288, 25.433]",1
"(1.977, 2.517]","(2.994, 3.417]","(2.556, 3.001]","(2.513, 3.014]","(3.439, 3.963]","(1.106, 1.953]",0
"(2.954, 3.419]","(3.417, 3.963]","(-0.496, 2.078]","(3.935, 6.297]","(3.963, 6.165]","(1.106, 1.953]",0
"(-0.304, 1.977]","(2.053, 2.565]","(-0.496, 2.078]","(-1.0779999999999998, 2.016]","(3.439, 3.963]","(3.839, 6.288]",1
"(3.975, 6.029]","(2.994, 3.417]","(3.966, 6.164]","(3.014, 3.453]","(-0.553, 2.022]","(1.953, 2.735]",0
"(1.977, 2.517]","(3.417, 3.963]","(3.966, 6.164]","(3.014, 3.453]","(3.963, 6.165]","(1.106, 1.953]",0
