Z1,Z2,Z3,Z4,Z5,Y,T
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(0.152, 1.381]","(2.806, 3.926]","(7.305, 11.837]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(0.152, 1.381]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(4.974, 6.029]","(3.809, 4.92]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(3.945, 5.054]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(0.567, 1.687]","(7.305, 11.837]",1
"(1.808, 2.863]","(0.474, 1.586]","(2.835, 3.945]","(3.839, 5.068]","(1.687, 2.806]","(2.772, 7.305]",1
"(0.753, 1.808]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(3.945, 5.054]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(3.945, 5.054]","(3.839, 5.068]","(1.687, 2.806]","(2.772, 7.305]",1
"(3.918, 4.974]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(2.772, 7.305]",0
"(3.918, 4.974]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(3.945, 5.054]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(4.974, 6.029]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(5.046, 6.165]","(-1.787, 2.772]",0
"(0.753, 1.808]","(3.809, 4.92]","(2.835, 3.945]","(5.068, 6.297]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(0.474, 1.586]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(2.863, 3.918]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(0.567, 1.687]","(2.772, 7.305]",0
"(1.808, 2.863]","(4.92, 6.031]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(2.863, 3.918]","(3.809, 4.92]","(3.945, 5.054]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(3.945, 5.054]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(0.474, 1.586]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(1.808, 2.863]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",1
"(2.863, 3.918]","(0.474, 1.586]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(3.918, 4.974]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(3.918, 4.974]","(1.586, 2.697]","(0.615, 1.725]","(2.61, 3.839]","(3.926, 5.046]","(2.772, 7.305]",0
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(0.753, 1.808]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(1.687, 2.806]","(11.837, 16.369]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(3.926, 5.046]","(2.772, 7.305]",1
"(3.918, 4.974]","(1.586, 2.697]","(5.054, 6.164]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(0.567, 1.687]","(2.772, 7.305]",1
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",1
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(0.567, 1.687]","(-1.787, 2.772]",1
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(20.901, 25.433]",1
"(3.918, 4.974]","(3.809, 4.92]","(3.945, 5.054]","(3.839, 5.068]","(2.806, 3.926]","(2.772, 7.305]",0
"(2.863, 3.918]","(1.586, 2.697]","(5.054, 6.164]","(3.839, 5.068]","(0.567, 1.687]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(1.808, 2.863]","(0.474, 1.586]","(0.615, 1.725]","(2.61, 3.839]","(3.926, 5.046]","(2.772, 7.305]",1
"(0.753, 1.808]","(1.586, 2.697]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(4.974, 6.029]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(3.809, 4.92]","(0.615, 1.725]","(1.381, 2.61]","(1.687, 2.806]","(2.772, 7.305]",1
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(1.381, 2.61]","(1.687, 2.806]","(7.305, 11.837]",1
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(0.474, 1.586]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(4.974, 6.029]","(2.697, 3.809]","(2.835, 3.945]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(3.839, 5.068]","(2.806, 3.926]","(7.305, 11.837]",1
"(3.918, 4.974]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(3.839, 5.068]","(1.687, 2.806]","(2.772, 7.305]",1
"(0.753, 1.808]","(1.586, 2.697]","(3.945, 5.054]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(0.567, 1.687]","(2.772, 7.305]",1
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(0.567, 1.687]","(2.772, 7.305]",1
"(2.863, 3.918]","(1.586, 2.697]","(1.725, 2.835]","(5.068, 6.297]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(1.808, 2.863]","(1.586, 2.697]","(3.945, 5.054]","(1.381, 2.61]","(1.687, 2.806]","(2.772, 7.305]",1
"(3.918, 4.974]","(3.809, 4.92]","(2.835, 3.945]","(1.381, 2.61]","(2.806, 3.926]","(11.837, 16.369]",1
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(4.974, 6.029]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",0
"(2.863, 3.918]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(1.725, 2.835]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(0.753, 1.808]","(2.697, 3.809]","(2.835, 3.945]","(3.839, 5.068]","(0.567, 1.687]","(2.772, 7.305]",1
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(1.381, 2.61]","(1.687, 2.806]","(11.837, 16.369]",1
"(0.753, 1.808]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(3.945, 5.054]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(0.753, 1.808]","(1.586, 2.697]","(1.725, 2.835]","(0.152, 1.381]","(-0.559, 0.567]","(-1.787, 2.772]",1
"(1.808, 2.863]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(7.305, 11.837]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(0.152, 1.381]","(0.567, 1.687]","(2.772, 7.305]",1
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(7.305, 11.837]",1
"(2.863, 3.918]","(1.586, 2.697]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(2.772, 7.305]",0
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(3.945, 5.054]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(0.753, 1.808]","(2.697, 3.809]","(1.725, 2.835]","(0.152, 1.381]","(1.687, 2.806]","(2.772, 7.305]",1
"(-0.309, 0.753]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(1.687, 2.806]","(-1.787, 2.772]",1
"(3.918, 4.974]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(0.152, 1.381]","(2.806, 3.926]","(2.772, 7.305]",1
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(3.945, 5.054]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(1.687, 2.806]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(3.839, 5.068]","(1.687, 2.806]","(-1.787, 2.772]",0
"(2.863, 3.918]","(0.474, 1.586]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(0.567, 1.687]","(2.772, 7.305]",1
"(3.918, 4.974]","(4.92, 6.031]","(3.945, 5.054]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(0.753, 1.808]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(7.305, 11.837]",1
"(1.808, 2.863]","(2.697, 3.809]","(3.945, 5.054]","(5.068, 6.297]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(1.725, 2.835]","(2.61, 3.839]","(0.567, 1.687]","(2.772, 7.305]",1
"(0.753, 1.808]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(11.837, 16.369]",1
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(11.837, 16.369]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(0.753, 1.808]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",1
"(1.808, 2.863]","(1.586, 2.697]","(0.615, 1.725]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(4.92, 6.031]","(0.615, 1.725]","(2.61, 3.839]","(0.567, 1.687]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(7.305, 11.837]",1
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(7.305, 11.837]",1
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(3.926, 5.046]","(2.772, 7.305]",1
"(2.863, 3.918]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(3.809, 4.92]","(0.615, 1.725]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(4.92, 6.031]","(1.725, 2.835]","(1.381, 2.61]","(1.687, 2.806]","(20.901, 25.433]",1
"(4.974, 6.029]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(1.725, 2.835]","(3.839, 5.068]","(0.567, 1.687]","(-1.787, 2.772]",1
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(0.753, 1.808]","(3.809, 4.92]","(2.835, 3.945]","(1.381, 2.61]","(3.926, 5.046]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",1
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(-0.559, 0.567]","(7.305, 11.837]",1
"(2.863, 3.918]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(3.945, 5.054]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(1.808, 2.863]","(1.586, 2.697]","(3.945, 5.054]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(3.926, 5.046]","(2.772, 7.305]",1
"(1.808, 2.863]","(1.586, 2.697]","(3.945, 5.054]","(2.61, 3.839]","(0.567, 1.687]","(7.305, 11.837]",1
"(0.753, 1.808]","(1.586, 2.697]","(3.945, 5.054]","(1.381, 2.61]","(1.687, 2.806]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(4.974, 6.029]","(2.697, 3.809]","(1.725, 2.835]","(0.152, 1.381]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(3.945, 5.054]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(1.381, 2.61]","(1.687, 2.806]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(5.068, 6.297]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(3.809, 4.92]","(2.835, 3.945]","(0.152, 1.381]","(3.926, 5.046]","(11.837, 16.369]",1
"(0.753, 1.808]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(1.687, 2.806]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(1.687, 2.806]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(3.926, 5.046]","(2.772, 7.305]",0
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(2.61, 3.839]","(3.926, 5.046]","(16.369, 20.901]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(0.567, 1.687]","(2.772, 7.305]",1
"(1.808, 2.863]","(1.586, 2.697]","(1.725, 2.835]","(0.152, 1.381]","(1.687, 2.806]","(-1.787, 2.772]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(7.305, 11.837]",1
"(2.863, 3.918]","(2.697, 3.809]","(0.615, 1.725]","(0.152, 1.381]","(0.567, 1.687]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(0.567, 1.687]","(-1.787, 2.772]",1
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(3.839, 5.068]","(0.567, 1.687]","(7.305, 11.837]",1
"(3.918, 4.974]","(3.809, 4.92]","(3.945, 5.054]","(0.152, 1.381]","(1.687, 2.806]","(-1.787, 2.772]",0
"(0.753, 1.808]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(4.974, 6.029]","(2.697, 3.809]","(2.835, 3.945]","(3.839, 5.068]","(3.926, 5.046]","(2.772, 7.305]",0
"(1.808, 2.863]","(3.809, 4.92]","(1.725, 2.835]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(0.152, 1.381]","(3.926, 5.046]","(11.837, 16.369]",1
"(4.974, 6.029]","(1.586, 2.697]","(0.615, 1.725]","(3.839, 5.068]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",0
"(3.918, 4.974]","(1.586, 2.697]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(3.809, 4.92]","(3.945, 5.054]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(0.615, 1.725]","(5.068, 6.297]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(1.586, 2.697]","(2.835, 3.945]","(1.381, 2.61]","(1.687, 2.806]","(7.305, 11.837]",1
"(2.863, 3.918]","(1.586, 2.697]","(3.945, 5.054]","(3.839, 5.068]","(1.687, 2.806]","(-1.787, 2.772]",0
"(1.808, 2.863]","(-0.644, 0.474]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(7.305, 11.837]",1
"(0.753, 1.808]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(3.926, 5.046]","(2.772, 7.305]",1
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(0.753, 1.808]","(1.586, 2.697]","(3.945, 5.054]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(3.945, 5.054]","(0.152, 1.381]","(3.926, 5.046]","(2.772, 7.305]",1
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(11.837, 16.369]",1
"(1.808, 2.863]","(3.809, 4.92]","(-0.502, 0.615]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(2.863, 3.918]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(3.926, 5.046]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",1
"(1.808, 2.863]","(3.809, 4.92]","(0.615, 1.725]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(3.809, 4.92]","(2.835, 3.945]","(3.839, 5.068]","(3.926, 5.046]","(2.772, 7.305]",0
"(3.918, 4.974]","(3.809, 4.92]","(1.725, 2.835]","(2.61, 3.839]","(3.926, 5.046]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(3.945, 5.054]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",1
"(2.863, 3.918]","(4.92, 6.031]","(0.615, 1.725]","(1.381, 2.61]","(2.806, 3.926]","(7.305, 11.837]",1
"(1.808, 2.863]","(1.586, 2.697]","(3.945, 5.054]","(2.61, 3.839]","(2.806, 3.926]","(2.772, 7.305]",1
"(2.863, 3.918]","(2.697, 3.809]","(3.945, 5.054]","(2.61, 3.839]","(2.806, 3.926]","(7.305, 11.837]",1
"(2.863, 3.918]","(4.92, 6.031]","(2.835, 3.945]","(2.61, 3.839]","(0.567, 1.687]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(1.586, 2.697]","(1.725, 2.835]","(2.61, 3.839]","(2.806, 3.926]","(7.305, 11.837]",1
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",0
"(2.863, 3.918]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(1.687, 2.806]","(-1.787, 2.772]",0
"(3.918, 4.974]","(1.586, 2.697]","(2.835, 3.945]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(1.725, 2.835]","(1.381, 2.61]","(2.806, 3.926]","(2.772, 7.305]",0
"(2.863, 3.918]","(2.697, 3.809]","(3.945, 5.054]","(1.381, 2.61]","(2.806, 3.926]","(-1.787, 2.772]",0
"(1.808, 2.863]","(2.697, 3.809]","(0.615, 1.725]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",1
"(-0.309, 0.753]","(2.697, 3.809]","(0.615, 1.725]","(3.839, 5.068]","(3.926, 5.046]","(-1.787, 2.772]",1
"(1.808, 2.863]","(1.586, 2.697]","(3.945, 5.054]","(2.61, 3.839]","(1.687, 2.806]","(2.772, 7.305]",0
"(1.808, 2.863]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(3.945, 5.054]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(3.918, 4.974]","(2.697, 3.809]","(2.835, 3.945]","(2.61, 3.839]","(2.806, 3.926]","(-1.787, 2.772]",0
"(2.863, 3.918]","(3.809, 4.92]","(3.945, 5.054]","(2.61, 3.839]","(0.567, 1.687]","(-1.787, 2.772]",1
"(1.808, 2.863]","(1.586, 2.697]","(1.725, 2.835]","(1.381, 2.61]","(3.926, 5.046]","(2.772, 7.305]",1
